Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Ladderup Finance,530577,,Finance & Investments,23.45,56.69,15.57,4.81,0.02,0.51,4.54,1.01,11.50,0.00,30.13,2.12,44.05,0.00
Laffans Petroch,524522,,Chemicals,42.20,54.72,20.43,1.15,0.00,0.56,9.86,5.74,22.36,0.00,33.76,0.05,50.85,0.00
Lagnam Spintex,,LAGNAM,Textiles - Products,53.25,66.63,204.97,7.37,2.86,1.60,8.41,8.04,20.68,0.94,94.09,0.45,59.85,19.43
Lahoti Overseas,531842,,Trading,23.60,59.81,570.61,2.37,0.36,0.50,7.71,6.19,7.84,1.69,68.84,4.32,32.85,14.22
Lak. Auto. Looms,505302,,Textile Machinery,754.85,33.01,10.90,2.55,0.31,3.14,20.39,16.40,17.17,0.00,50.48,3.20,1038.00,0.00
Lak. Electrical,504258,LAKSELECON,Electric Equipment,445.35,36.13,158.72,2.52,0.06,0.62,3.28,3.36,13.43,0.79,109.56,9.83,865.00,28.10
Lak. Fin. & Indl,,LFIC,Finance & Investments,78.20,47.00,14.39,3.11,0.00,0.56,36.87,24.09,2.62,3.84,23.46,4.70,137.55,9.84
Lak. Mach. Works,500252,LAXMIMACH,Textile Machinery,8302.30,31.13,2016.22,1.82,0.00,4.98,5.08,3.18,105.49,0.12,8869.35,782.41,9383.55,23.95
Lak. Prec. Screw,506079,LAKPRE,Fasteners,4.65,,232.24,2.03,11.16,0.22,0.28,-90.57,,0.00,5.09,5.22,160.40,0.00
Lakhotia Poly.,535387,,Textiles - Spinning - Synthetic / Blended,11.18,33.89,23.87,3.71,0.75,1.56,-1.28,-6.19,,0.00,11.71,0.12,14.57,0.00
Lakshmi Mills,502958,LAKSHMIMIL,Textiles - Composite,3128.25,63.36,246.65,2.47,0.17,0.46,4.34,1.09,16.40,0.48,217.73,1.93,4325.00,28.34
Lambodhara Text.,590075,LAMBODHARA,Textiles - Cotton/Blended,86.45,72.65,145.43,3.50,0.55,1.18,15.70,15.33,6.24,1.16,89.71,8.40,560.00,9.82
Lancer Containe.,539841,,Miscellaneous,129.20,74.44,349.59,1.08,0.51,8.91,23.03,22.16,42.70,0.13,389.42,17.60,134.82,5.69
Lancor Holdings,509048,,Construction,14.00,62.08,64.03,17.95,1.39,0.38,3.50,-7.52,,0.00,56.70,3.96,76.45,0.00
Landmarc Leisur.,532275,,Entertainment / Electronic Media Software,0.37,74.99,0.01,4.85,0.30,0.96,-1.85,-2.30,,0.00,29.60,0.27,7.04,0.00
Landmark Prop.,533012,LPDC,Construction,5.20,65.16,1.01,21.94,0.00,1.12,0.86,0.63,188.51,0.00,69.75,2.93,200.00,0.00
Larsen & Toubro,500510,LT,Engineering - Turnkey Services,1718.20,0.00,144053.79,1.90,1.73,3.13,15.30,19.26,15.90,1.05,241348.00,16241.50,1810.00,43.65
Lasa Supergeneri,540702,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln,73.25,64.47,183.85,1.59,0.00,1.87,18.04,15.17,16.35,0.34,297.93,4.40,214.90,4.48
Latteys Industri,,LATTEYS,Engineering,61.00,73.56,26.81,3.46,0.89,1.94,7.51,3.58,55.02,0.00,28.06,0.51,68.00,0.00
Laurus Labs,540222,LAURUSLABS,Pharmaceuticals - Indian - Formulations,630.60,27.30,5117.69,2.15,0.57,13.05,39.60,45.16,32.13,0.32,33838.15,48.46,723.75,10.91
Laxmi Cotspin,,LAXMICOT,Textiles - Cotton/Blended,24.40,56.67,116.14,5.75,0.66,0.87,5.13,3.03,29.06,0.00,41.84,1.52,36.55,0.00
Laxmi Organic,543277,LXCHEM,Chemicals,563.05,72.92,1768.45,2.05,0.14,14.35,20.17,17.41,116.70,0.09,14845.53,539.39,628.05,10.38
Laxmipati Engg,537669,,Miscellaneous,38.50,72.46,18.75,2.50,4.23,3.82,-18.34,-72.14,,0.00,22.14,0.45,73.90,0.00
LCC Infotech,532019,LCCINFOTEC,Computers - Software - Converts,1.85,45.88,1.14,11.51,0.05,0.41,-2.33,-2.49,,0.00,23.42,0.40,5.70,0.00
Le Lavoir,539814,,Trading,19.65,5.68,1.33,3.97,0.14,1.59,14.23,11.61,15.17,0.00,6.37,0.05,72.00,0.00
Lead Financial S,531288,,Finance & Investments,4.09,28.23,0.07,1.64,0.02,0.25,-2.35,-2.01,,0.00,1.35,0.01,80.00,0.00
Leading Lea. Fin,540360,,Finance & Investments,84.00,0.00,9.61,0.04,6.37,4.98,12.54,11.50,70.02,0.00,44.81,0.03,140.00,0.00
Ledo Tea,508306,,Tea,27.35,68.18,12.57,0.52,,,14.06,,,0.00,2.35,1.19,118.00,0.00
Lee & Nee Soft.,517415,,Computers - Software - Medium / Small,4.80,70.38,5.88,9.32,0.00,0.49,0.78,0.75,51.48,0.00,26.77,0.65,25.95,0.00
Lehar Footwears,532829,,Leather / Leather Products,39.60,67.92,154.07,1.97,0.53,0.91,5.68,1.65,19.42,0.00,54.17,1.30,82.90,0.00
Lemon Tree Hotel,541233,LEMONTREE,Hotels,55.05,25.88,253.21,1.85,2.35,4.75,-0.93,-13.33,,0.00,4361.32,141.14,91.00,0.00
Lerthai Finance,502250,,Refractories / Intermediates,181.00,75.00,0.00,52.00,0.00,1.38,-7.60,-6.55,,0.00,12.67,8.68,608.65,0.00
Lesha Industries,533602,,Trading,6.83,45.13,3.70,11.49,0.02,4.23,0.00,0.00,500.87,0.00,75.13,0.12,14.36,
Lex Nimble Solu.,541196,,Computers - Software - Medium / Small,36.45,73.46,4.00,3.51,0.00,1.16,5.37,4.05,29.37,0.00,15.27,0.21,58.65,0.00
Lexus Granito,,LEXUS,Ceramics - Tiles / Sanitaryware,13.40,52.79,101.63,2.53,0.95,0.39,-33.04,-72.88,,0.00,25.72,0.05,134.10,0.00
LGB Forge,533007,LGBFORGE,Castings & Forgings,6.95,74.17,92.13,1.74,0.37,4.63,11.34,9.71,50.47,0.00,165.55,0.18,11.26,0.00
Libas Consumer,,LIBAS,Textiles - Products,49.45,49.60,39.29,5.96,0.59,2.89,10.48,8.68,21.65,0.17,87.23,5.51,70.67,-7.36
Liberty Shoes,526596,LIBERTSHOE,Leather / Leather Products,179.50,59.30,504.41,2.52,0.52,1.64,5.83,0.17,36.11,0.00,305.87,8.14,351.15,0.00
Libord Finance,511593,,Finance & Investments,4.90,74.81,0.66,6.30,0.00,0.52,0.99,0.64,6.63,0.00,7.69,0.06,16.19,0.00
Libord Securitie,531027,,Finance & Investments,10.00,74.97,0.00,212.00,0.00,1.29,0.00,0.26,500.00,0.00,5.00,0.03,27.95,0.00
LIC Housing Fin.,500253,LICHSGFIN,Finance - Housing,445.50,40.31,19734.78,0.25,10.09,1.19,8.13,14.10,11.85,1.91,24505.31,1384.96,794.10,15.66
Likhami Consult.,539927,,Miscellaneous,63.00,60.86,0.51,111.78,0.00,1.63,0.34,0.26,447.79,0.00,62.69,0.13,65.00,0.00
Likhitha Infra.,543240,LIKHITHA,Construction,371.50,74.11,229.40,6.48,0.00,4.78,34.86,25.96,19.26,0.40,732.78,17.55,480.00,10.21
Lime Chemicals,507759,,Chemicals,34.55,28.41,18.80,0.74,,,87.95,,,0.00,22.47,0.41,122.55,0.00
Linaks Microelec,517463,,Electronics - Components,0.96,52.38,0.15,1.95,,,,,,0.00,1.66,0.01,49.00,0.00
Linc Pen &Plast.,531241,LINCPEN,Printing & Stationery,249.50,60.03,284.29,2.26,0.07,2.75,-0.63,0.05,131.58,0.00,371.06,0.27,532.50,0.00
Lincoln Pharma.,531633,LINCOLN,Pharmaceuticals - Indian - Formulations,383.75,37.78,442.58,3.09,0.00,2.05,24.61,18.10,11.89,0.39,768.64,13.84,414.75,4.82
Linde India,523457,LINDEINDIA,Chemicals,2625.80,75.00,1806.32,2.06,0.00,8.77,10.39,6.83,96.78,0.11,22392.82,325.86,2947.00,16.45
Link Pharma Chem,524748,,Chemicals,37.75,51.49,43.08,1.71,0.29,1.33,14.61,10.09,13.30,0.00,16.76,4.86,48.00,0.00
Lippi Systems,526604,,Engineering,11.40,51.68,13.79,6.66,0.28,0.34,0.56,-1.76,88.67,0.00,7.98,0.15,27.70,0.00
LKP Finance,507912,LKPMERFIN,Finance & Investments,129.15,63.62,112.47,5.62,0.18,0.64,29.57,29.96,2.37,1.55,162.32,29.74,221.00,4.14
LKP Securities,540192,,Finance & Investments,15.06,70.91,89.05,1.25,0.29,2.53,12.08,9.70,17.76,1.33,112.40,97.34,28.60,37.28
Lloyds Metals,512455,LLOYDMETAL,Steel - Sponge Iron,93.30,45.04,338.49,2.67,0.94,20.82,5.76,0.08,366.36,0.00,3440.15,8.04,100.40,0.00
Lloyds Steels,539992,LSIL,Steel - Medium / Small,4.50,53.41,65.25,4.38,0.01,3.56,1.29,0.44,,0.00,404.41,18.29,4.74,0.00
Lohia Securities,590082,,Finance & Investments,151.90,72.80,177.58,20.01,0.18,1.70,24.87,21.70,7.34,1.78,75.65,21.77,500.00,14.83
Lokesh Mach.,532740,LOKESHMACH,Engineering,53.75,50.36,166.40,3.33,0.61,0.67,8.03,2.86,15.93,0.00,96.20,6.31,300.00,0.00
Longview Tea,526568,,Trading,13.78,44.37,1.79,423.00,0.00,0.33,-15.55,-12.72,,0.00,4.13,0.41,40.00,0.00
Looks Health,534422,,Healthcare,30.40,21.17,0.00,10.50,0.00,2.14,-0.07,-0.94,,0.00,31.92,0.12,249.71,0.00
Lords Chloro,500284,MODIALKALI,Chlor Alkali / Soda Ash,74.95,68.60,176.49,1.35,0.64,2.25,1.12,-2.41,176.17,0.00,188.50,1.20,91.40,0.00
Lords Ishwar,530065,,Hotels,6.10,54.63,3.71,2.77,0.66,0.97,-4.18,-7.40,,0.00,4.56,0.38,23.20,0.00
Lorenzini Appar.,540952,,Textiles - Processing,7.00,56.60,25.71,3.54,0.76,0.60,4.26,0.68,88.75,0.00,7.10,0.37,10.20,0.00
Lotus Chocolate,523475,,Food - Processing - Indian,44.95,72.06,59.90,4.98,9.00,32.07,11.32,187.98,20.76,0.00,57.72,0.94,81.80,0.00
Lotus Eye Hospit,532998,LOTUSEYE,Healthcare,44.60,57.74,33.53,2.45,0.00,1.76,3.94,2.90,47.33,1.12,92.77,9.91,59.00,66.24
Lovable Lingerie,533343,LOVABLE,Textiles - Products,124.35,63.95,86.11,5.60,0.00,1.10,-1.99,-2.10,47.19,0.40,184.04,1.15,637.00,110.45
Loyal Equipments,539227,,Engineering,30.00,73.53,24.91,2.90,0.70,1.41,8.03,4.15,,0.00,30.60,2.82,78.00,0.00
Loyal Textile,514036,,Textiles - Composite,842.15,73.49,1301.55,1.95,1.42,1.51,11.40,12.96,8.11,0.89,405.92,31.94,930.00,11.02
Ludlow Jute,526179,,Textiles - Jute - Yarn / Products,92.25,67.20,499.57,2.29,0.61,0.61,2.82,0.02,16.31,0.00,99.35,3.19,132.90,0.00
Luharuka Media,512048,,Finance & Investments,1.03,51.50,1.24,28.71,0.10,0.71,2.24,1.04,48.25,0.00,9.65,2.60,133.05,0.00
Lumax Auto Tech.,532796,LUMAXTECH,Auto Ancillaries,146.85,55.98,1297.43,1.45,0.14,1.89,13.97,9.44,15.83,2.04,1000.90,97.96,224.50,43.37
Lumax Industries,517206,LUMAXIND,Auto Ancillaries,1444.15,75.00,1661.97,1.02,0.73,2.93,7.51,3.70,33.88,0.48,1350.28,3.15,2585.00,36.03
Lupin,500257,LUPIN,Pharmaceuticals - Indian - Bulk Drugs,966.30,46.84,15905.65,3.16,0.35,3.18,9.42,8.94,26.56,0.67,43872.97,1742.46,2129.00,24.24
Lux Industries,539542,LUXIND,Textiles - Composite,3664.45,74.39,1920.64,3.52,0.10,10.90,36.43,31.25,38.71,0.00,11019.62,185.73,4500.00,0.00
LWS Knitwear,531402,,Textiles - Products,26.50,57.83,45.47,1.20,0.05,1.31,3.67,2.47,53.64,0.00,13.41,0.29,40.00,0.00
Lyka Labs,500259,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,80.60,19.88,117.97,0.76,,,9.80,,16.32,0.00,231.24,7.15,142.90,0.00
Lykis,530689,,Personal Care - Indian,35.45,78.96,121.32,3.08,5.34,7.14,-11.37,-52.13,36.15,0.00,68.68,4.42,103.00,0.00
Lynx Machinery,505320,,Miscellaneous,28.50,17.70,0.00,0.43,4.08,13.15,-60.74,-124.64,,0.00,1.71,0.05,347.65,0.00
Lypsa Gems,534532,LYPSAGEMS,Diamond Cutting / Jewellery,5.75,36.37,10.28,1.51,0.21,0.17,-19.34,-22.85,,0.00,16.95,0.49,110.36,0.00
M & M,500520,M&M,Automobiles - Passenger Cars,890.10,19.45,81480.65,2.36,1.93,2.66,8.54,4.45,38.59,0.98,110656.57,12851.99,993.00,53.60
M & M Fin. Serv.,532720,M&MFIN,Finance & Investments,186.50,52.16,11543.14,1.11,4.13,1.46,7.59,4.84,,0.43,23042.63,3982.52,327.71,12.75
M B Agro Prod.,,MBAPL,Fertilizers,189.30,74.74,203.51,2.60,0.47,2.78,16.59,14.46,18.36,0.26,414.69,0.47,227.40,5.43
M E T S,538401,,Miscellaneous,67.80,63.81,35.39,1.51,0.10,1.73,38.60,30.68,9.68,0.74,37.36,32.84,147.50,0.00
M K Exim India,538890,,Textiles - Products,99.00,27.06,66.42,14.71,0.08,2.43,32.88,26.30,8.84,0.00,88.81,6.87,103.60,0.00
